WBRatio,OPC,PPC,DAYS,CO2,STRENGTH,source,cluster
0.39,0,500,56,0.05,28.38,synthetic,1
0.47,500,0,28,0.09,33.25,synthetic,0
0.35,0,500,28,0.07,40.87,synthetic,1
0.53,0,350,7,0.06,45.77,synthetic,1
0.55,350,0,28,0.06,19.35,synthetic,0
0.43,0,500,28,0.06,37.72,synthetic,1
0.54,0,400,28,0.18,59.02,synthetic,1
0.44,500,0,7,0.0,24.41,synthetic,0
0.35,500,0,7,0.0,48.67,synthetic,0
0.55,350,0,28,0.01,44.07,synthetic,0
0.48,500,0,28,0.13,37.88,synthetic,0
0.35,500,0,28,0.09,42.37,synthetic,0
0.35,500,0,28,0.18,61.69,synthetic,0
0.5,0,350,28,0.05,40.04,synthetic,1
0.43,350,0,28,0.02,39.88,synthetic,0
0.54,400,0,56,0.06,19.66,synthetic,0
0.52,0,500,7,0.0,32.45,synthetic,1
0.5,350,0,56,0.07,49.34,synthetic,0
0.43,0,400,7,0.07,44.1,synthetic,1
0.37,500,0,7,0.11,46.96,synthetic,0
0.53,350,0,28,0.08,34.8,synthetic,0
0.35,400,0,56,0.04,46.11,synthetic,0
0.5,0,500,28,0.1,48.41,synthetic,1
0.55,0,400,56,0.02,36.28,synthetic,1
0.35,350,0,28,0.11,24.92,synthetic,0
0.44,0,350,7,0.14,63.12,synthetic,1
0.55,500,0,56,0.05,38.66,synthetic,0
0.54,500,0,28,0.05,48.53,synthetic,0
0.43,0,350,7,0.2,44.52,synthetic,1
0.5,0,350,7,0.04,39.29,synthetic,1
0.45,0,400,56,0.09,37.08,synthetic,1
0.52,0,400,28,0.0,40.96,synthetic,1
0.35,400,0,7,0.01,38.72,synthetic,0
0.53,500,0,56,0.16,45.04,synthetic,0
0.52,0,500,7,0.12,38.74,synthetic,1
0.53,0,500,56,0.2,48.85,synthetic,1
0.55,0,350,7,0.0,48.2,synthetic,1
0.35,500,0,7,0.12,63.12,synthetic,0
0.55,500,0,7,0.06,43.33,synthetic,0
0.36,400,0,56,0.0,59.28,synthetic,0
0.35,0,400,56,0.11,46.79,synthetic,1
0.5,0,400,7,0.2,35.04,synthetic,1
0.52,0,400,7,0.0,54.36,synthetic,1
0.51,500,0,7,0.07,30.07,synthetic,0
0.45,400,0,28,0.11,38.72,synthetic,0
0.44,0,500,28,0.04,35.71,synthetic,1
0.45,350,0,56,0.05,24.91,synthetic,0
0.38,0,500,7,0.2,33.3,synthetic,1
0.36,500,0,7,0.05,49.32,synthetic,0
0.54,500,0,7,0.16,53.24,synthetic,0
0.55,350,0,56,0.07,34.18,synthetic,0
0.52,500,0,7,0.11,43.45,synthetic,0
0.35,0,350,28,0.15,63.12,synthetic,1
0.35,400,0,28,0.11,52.12,synthetic,0
0.35,500,0,28,0.08,36.4,synthetic,0
0.44,500,0,7,0.07,23.02,synthetic,0
0.43,400,0,7,0.17,34.89,synthetic,0
0.55,500,0,7,0.0,53.57,synthetic,0
0.55,400,0,56,0.17,50.79,synthetic,0
0.51,400,0,7,0.16,31.87,synthetic,0
0.38,500,0,7,0.04,39.3,synthetic,0
0.43,400,0,28,0.05,43.23,synthetic,0
0.36,500,0,7,0.14,42.35,synthetic,0
0.51,0,500,56,0.07,28.92,synthetic,1
0.35,400,0,7,0.13,49.11,synthetic,0
0.55,0,400,7,0.11,43.1,synthetic,1
0.53,0,350,7,0.17,37.84,synthetic,1
0.52,0,400,56,0.12,49.49,synthetic,1
0.52,350,0,28,0.12,63.12,synthetic,0
0.35,400,0,7,0.15,54.36,synthetic,0
0.42,500,0,56,0.02,47.63,synthetic,0
0.51,400,0,7,0.16,28.26,synthetic,0
0.47,400,0,28,0.04,42.85,synthetic,0
0.46,500,0,7,0.06,35.04,synthetic,0
0.36,350,0,56,0.06,49.69,synthetic,0
0.35,400,0,28,0.11,36.35,synthetic,0
0.44,0,350,7,0.2,42.08,synthetic,1
0.45,500,0,56,0.02,32.08,synthetic,0
0.35,0,350,28,0.09,43.87,synthetic,1
0.53,0,350,7,0.2,46.09,synthetic,1
0.43,350,0,7,0.19,47.53,synthetic,0
0.43,500,0,28,0.04,15.76,synthetic,0
0.55,350,0,7,0.02,56.1,synthetic,0
0.52,500,0,7,0.14,46.75,synthetic,0
0.52,0,500,56,0.08,48.65,synthetic,1
0.35,500,0,56,0.03,41.27,synthetic,0
0.42,400,0,56,0.13,50.87,synthetic,0
0.52,400,0,56,0.13,47.71,synthetic,0
0.46,0,350,28,0.03,62.72,synthetic,1
0.35,350,0,7,0.1,54.01,synthetic,0
0.51,0,350,56,0.03,16.42,synthetic,1
0.42,0,350,7,0.13,30.24,synthetic,1
0.51,0,500,56,0.09,23.73,synthetic,1
0.36,0,500,56,0.08,36.39,synthetic,1
0.44,500,0,7,0.08,32.22,synthetic,0
0.36,350,0,28,0.17,38.39,synthetic,0
0.52,0,400,56,0.15,45.54,synthetic,1
0.35,0,500,28,0.12,19.56,synthetic,1
0.35,400,0,56,0.2,63.12,synthetic,0
0.55,0,350,28,0.04,41.26,synthetic,1
0.44,0,500,28,0.07,49.1,synthetic,1
0.44,0,350,56,0.07,49.01,synthetic,1
0.55,500,0,28,0.06,37.87,synthetic,0
0.55,400,0,28,0.0,63.12,synthetic,0
0.35,0,350,7,0.2,51.76,synthetic,1
0.43,0,350,28,0.08,38.57,synthetic,1
0.42,400,0,7,0.08,50.05,synthetic,0
0.43,0,350,7,0.16,63.12,synthetic,1
0.52,0,350,56,0.15,52.89,synthetic,1
0.55,0,350,7,0.17,29.79,synthetic,1
0.35,400,0,28,0.13,48.95,synthetic,0
0.52,0,400,56,0.04,33.0,synthetic,1
0.45,350,0,28,0.14,40.74,synthetic,0
0.35,500,0,56,0.03,19.95,synthetic,0
0.35,0,350,28,0.0,50.2,synthetic,1
0.42,400,0,28,0.05,46.48,synthetic,0
0.46,400,0,28,0.19,41.37,synthetic,0
0.51,500,0,7,0.04,35.19,synthetic,0
0.45,500,0,28,0.03,20.67,synthetic,0
0.51,0,400,7,0.05,16.61,synthetic,1
0.35,400,0,7,0.16,41.6,synthetic,0
0.35,500,0,28,0.19,49.23,synthetic,0
0.43,0,400,56,0.04,32.86,synthetic,1
0.42,0,350,7,0.08,63.12,synthetic,1
0.45,0,500,56,0.16,16.24,synthetic,1
0.35,0,350,56,0.17,46.16,synthetic,1
0.35,400,0,28,0.1,63.12,synthetic,0
0.43,350,0,28,0.09,63.12,synthetic,0
0.55,400,0,7,0.03,28.21,synthetic,0
0.37,0,500,56,0.0,38.25,synthetic,1
0.35,0,500,56,0.16,29.05,synthetic,1
0.5,500,0,56,0.07,30.63,synthetic,0
0.44,0,500,56,0.12,35.52,synthetic,1
0.55,0,500,28,0.17,37.98,synthetic,1
0.35,0,400,56,0.17,48.26,synthetic,1
0.35,350,0,28,0.03,51.69,synthetic,0
0.44,400,0,56,0.02,15.81,synthetic,0
0.35,500,0,7,0.0,27.33,synthetic,0
0.35,500,0,56,0.15,63.12,synthetic,0
0.36,400,0,28,0.13,43.74,synthetic,0
0.52,400,0,7,0.08,33.48,synthetic,0
0.54,0,400,56,0.07,45.88,synthetic,1
0.52,400,0,7,0.09,24.97,synthetic,0
0.37,500,0,7,0.12,46.17,synthetic,0
0.52,500,0,28,0.04,38.45,synthetic,0
0.35,0,350,28,0.01,39.48,synthetic,1
0.51,350,0,7,0.0,28.74,synthetic,0
0.51,0,400,56,0.02,43.06,synthetic,1
0.45,400,0,28,0.09,27.71,synthetic,0
0.46,400,0,56,0.04,25.24,synthetic,0
0.52,350,0,56,0.0,31.26,synthetic,0
0.44,350,0,56,0.03,24.78,synthetic,0
0.35,0,350,28,0.02,30.04,synthetic,1
0.44,0,500,56,0.04,29.1,synthetic,1
0.43,500,0,28,0.2,46.41,synthetic,0
0.47,400,0,7,0.01,54.95,synthetic,0
0.44,350,0,28,0.07,27.59,synthetic,0
0.52,0,400,7,0.15,50.0,synthetic,1
0.45,500,0,56,0.03,35.8,synthetic,0
0.36,0,400,56,0.07,32.82,synthetic,1
0.54,0,400,56,0.17,30.45,synthetic,1
0.35,500,0,7,0.15,47.87,synthetic,0
0.53,0,500,56,0.07,34.93,synthetic,1
0.35,500,0,28,0.03,46.65,synthetic,0
0.51,0,350,28,0.03,39.21,synthetic,1
0.37,0,350,56,0.16,48.76,synthetic,1
0.55,500,0,56,0.05,20.7,synthetic,0
0.35,500,0,56,0.03,24.9,synthetic,0
0.44,400,0,56,0.1,41.66,synthetic,0
0.44,350,0,56,0.08,39.64,synthetic,0
0.44,400,0,28,0.07,38.21,synthetic,0
0.42,0,350,7,0.14,43.86,synthetic,1
0.35,500,0,56,0.13,31.93,synthetic,0
0.35,400,0,28,0.11,56.57,synthetic,0
0.35,500,0,28,0.06,37.8,synthetic,0
0.45,0,350,28,0.16,51.54,synthetic,1
0.46,350,0,28,0.16,56.64,synthetic,0
0.35,350,0,7,0.03,26.65,synthetic,0
0.55,0,350,56,0.02,25.24,synthetic,1
0.55,0,400,7,0.19,34.3,synthetic,1
0.51,0,500,7,0.14,40.02,synthetic,1
0.55,0,350,28,0.03,33.89,synthetic,1
0.43,0,400,28,0.1,49.06,synthetic,1
0.35,0,350,7,0.17,48.93,synthetic,1
0.53,0,500,28,0.03,40.66,synthetic,1
0.52,500,0,7,0.17,49.0,synthetic,0
0.35,350,0,7,0.0,29.07,synthetic,0
0.35,350,0,28,0.08,59.89,synthetic,0
0.38,400,0,28,0.06,36.0,synthetic,0
0.51,400,0,7,0.05,50.73,synthetic,0
0.43,0,350,7,0.0,37.93,synthetic,1
0.52,0,400,7,0.09,34.35,synthetic,1
0.53,0,400,28,0.09,48.05,synthetic,1
0.42,500,0,7,0.0,50.63,synthetic,0
0.53,500,0,56,0.07,60.9,synthetic,0
0.43,350,0,7,0.02,30.74,synthetic,0
0.53,0,350,56,0.06,50.84,synthetic,1
0.54,500,0,7,0.11,45.49,synthetic,0
0.35,350,0,56,0.01,29.35,synthetic,0
0.35,350,0,56,0.06,43.19,synthetic,0
0.37,400,0,28,0.16,37.44,synthetic,0
0.36,0,500,56,0.1,40.38,synthetic,1
0.35,0,400,7,0.12,39.5,synthetic,1
0.35,0,400,56,0.07,63.12,synthetic,1
0.5,0,350,56,0.11,42.47,synthetic,1
0.43,350,0,7,0.14,46.8,synthetic,0
0.45,0,350,28,0.0,54.34,synthetic,1
0.44,500,0,28,0.03,35.96,synthetic,0
0.55,400,0,56,0.04,59.85,synthetic,0
0.55,0,500,7,0.0,26.76,synthetic,1
0.35,400,0,7,0.2,40.35,synthetic,0
0.54,400,0,56,0.12,27.04,synthetic,0
0.35,0,400,7,0.16,40.6,synthetic,1
0.43,400,0,7,0.1,47.01,synthetic,0
0.52,0,350,28,0.15,63.12,synthetic,1
0.42,0,400,7,0.1,47.02,synthetic,1
0.45,0,350,28,0.14,54.89,synthetic,1
0.36,0,350,56,0.0,39.2,synthetic,1
0.35,350,0,56,0.1,63.12,synthetic,0
0.44,350,0,7,0.08,41.97,synthetic,0
0.35,0,400,56,0.07,48.95,synthetic,1
0.35,400,0,28,0.2,49.95,synthetic,0
0.44,350,0,28,0.04,37.85,synthetic,0
0.52,400,0,7,0.0,44.19,synthetic,0
0.35,500,0,28,0.2,49.46,synthetic,0
0.51,0,400,7,0.06,46.26,synthetic,1
0.35,0,400,7,0.12,20.88,synthetic,1
0.35,0,350,56,0.05,52.14,synthetic,1
0.53,500,0,7,0.02,35.67,synthetic,0
0.43,0,350,56,0.03,38.4,synthetic,1
0.46,350,0,28,0.1,21.53,synthetic,0
0.44,500,0,56,0.02,18.09,synthetic,0
0.43,0,400,28,0.02,23.79,synthetic,1
0.55,500,0,56,0.04,20.93,synthetic,0
0.35,0,500,7,0.0,43.76,synthetic,1
0.36,400,0,56,0.16,25.24,synthetic,0
0.44,0,400,56,0.0,39.61,synthetic,1
0.52,500,0,7,0.07,33.01,synthetic,0
0.44,0,500,7,0.08,25.47,synthetic,1
0.44,0,400,7,0.14,59.09,synthetic,1
0.5,0,400,7,0.04,34.08,synthetic,1
0.36,500,0,56,0.05,33.41,synthetic,0
0.45,0,500,56,0.13,25.6,synthetic,1
0.35,0,400,28,0.09,46.86,synthetic,1
0.36,0,500,56,0.06,47.04,synthetic,1
0.35,0,500,28,0.13,38.3,synthetic,1
0.35,0,350,7,0.02,27.65,synthetic,1
0.35,350,0,56,0.0,49.38,synthetic,0
0.35,350,0,56,0.12,42.6,synthetic,0
0.51,400,0,28,0.0,49.24,synthetic,0
0.44,0,400,28,0.05,46.73,synthetic,1
0.43,400,0,7,0.06,31.26,synthetic,0
0.43,0,350,7,0.06,44.27,synthetic,1
0.35,0,350,7,0.05,45.56,synthetic,1
0.43,0,500,56,0.07,36.51,synthetic,1
0.52,350,0,56,0.04,36.2,synthetic,0
0.55,0,500,28,0.07,25.66,synthetic,1
0.35,400,0,7,0.02,53.08,synthetic,0
0.35,400,0,56,0.02,42.62,synthetic,0
0.44,0,400,28,0.16,51.82,synthetic,1
0.35,0,350,28,0.2,49.78,synthetic,1
0.35,500,0,56,0.15,62.79,synthetic,0
0.52,500,0,56,0.16,48.59,synthetic,0
0.42,0,350,56,0.1,35.74,synthetic,1
0.35,0,350,28,0.02,40.32,synthetic,1
0.44,500,0,7,0.02,40.25,synthetic,0
0.35,0,400,28,0.04,46.4,synthetic,1
0.55,0,400,7,0.1,37.8,synthetic,1
0.35,500,0,7,0.1,37.89,synthetic,0
0.52,350,0,7,0.16,29.56,synthetic,0
0.54,500,0,28,0.11,33.75,synthetic,0
0.55,400,0,28,0.12,53.2,synthetic,0
0.44,0,400,56,0.0,34.5,synthetic,1
0.45,0,350,7,0.19,33.66,synthetic,1
0.5,350,0,7,0.09,21.16,synthetic,0
0.35,400,0,28,0.12,63.12,synthetic,0
0.35,0,400,28,0.1,30.84,synthetic,1
0.45,0,350,28,0.08,45.37,synthetic,1
0.44,0,400,7,0.05,23.05,synthetic,1
0.51,350,0,56,0.02,30.5,synthetic,0
0.36,350,0,7,0.08,63.12,synthetic,0
0.43,500,0,7,0.17,13.56,synthetic,0
0.35,0,350,56,0.11,31.89,synthetic,1
0.5,350,0,7,0.2,49.83,synthetic,0
0.51,0,350,56,0.0,44.02,synthetic,1
0.54,350,0,7,0.03,43.21,synthetic,0
0.35,350,0,56,0.09,22.38,synthetic,0
0.54,0,500,28,0.06,38.98,synthetic,1
0.45,400,0,7,0.12,21.75,synthetic,0
0.45,0,400,7,0.08,40.92,synthetic,1
0.35,400,0,56,0.2,58.04,synthetic,0
0.35,0,400,7,0.12,54.31,synthetic,1
0.35,0,350,28,0.05,39.6,synthetic,1
0.35,350,0,28,0.11,32.69,synthetic,0
0.35,0,400,56,0.07,23.57,synthetic,1
0.42,500,0,28,0.02,29.42,synthetic,0
0.51,0,350,7,0.06,35.39,synthetic,1
0.43,500,0,28,0.0,54.74,synthetic,0
0.55,0,400,28,0.17,18.39,synthetic,1
0.52,0,350,28,0.02,63.12,synthetic,1
0.35,0,400,56,0.18,26.08,synthetic,1
0.44,400,0,56,0.16,16.85,synthetic,0
0.51,0,400,28,0.05,45.51,synthetic,1
0.55,0,350,56,0.17,40.16,synthetic,1
0.55,350,0,7,0.07,35.31,synthetic,0
0.35,0,350,56,0.09,13.86,synthetic,1
0.51,0,350,7,0.03,33.41,synthetic,1
0.35,500,0,7,0.1,41.24,synthetic,0
0.43,400,0,56,0.15,63.12,synthetic,0
0.53,500,0,7,0.11,44.25,synthetic,0
0.35,0,500,7,0.12,46.5,synthetic,1
0.44,400,0,7,0.02,33.75,synthetic,0
0.35,0,400,56,0.1,24.53,synthetic,1
0.51,0,400,7,0.13,32.64,synthetic,1
0.45,500,0,7,0.12,37.51,synthetic,0
0.46,0,500,56,0.12,63.12,synthetic,1
0.35,0,350,7,0.2,43.5,synthetic,1
0.35,0,400,56,0.09,13.56,synthetic,1
0.4,0,350,28,0.09,20.82,synthetic,1
0.44,0,400,56,0.09,43.18,synthetic,1
0.35,500,0,7,0.07,38.07,synthetic,0
0.39,400,0,56,0.13,39.76,synthetic,0
0.44,400,0,28,0.07,36.71,synthetic,0
0.43,350,0,7,0.0,27.19,synthetic,0
0.42,400,0,28,0.07,61.75,synthetic,0
0.43,400,0,7,0.02,48.39,synthetic,0
0.51,400,0,28,0.0,19.65,synthetic,0
0.35,350,0,7,0.2,34.16,synthetic,0
0.35,0,350,7,0.12,36.96,synthetic,1
0.55,0,350,56,0.08,38.46,synthetic,1
0.55,400,0,28,0.16,30.67,synthetic,0
0.35,0,350,28,0.03,46.21,synthetic,1
0.55,350,0,7,0.08,41.24,synthetic,0
0.51,500,0,56,0.2,55.37,synthetic,0
0.55,500,0,28,0.0,49.08,synthetic,0
0.35,0,400,56,0.08,35.59,synthetic,1
0.52,0,400,28,0.07,42.85,synthetic,1
0.35,500,0,7,0.04,32.48,synthetic,0
0.47,350,0,28,0.13,20.88,synthetic,0
0.35,400,0,7,0.07,50.7,synthetic,0
0.55,500,0,7,0.07,38.01,synthetic,0
0.35,500,0,28,0.06,39.6,synthetic,0
0.53,0,500,56,0.15,51.77,synthetic,1
0.36,500,0,7,0.03,43.08,synthetic,0
0.54,400,0,56,0.0,54.28,synthetic,0
0.35,0,400,28,0.04,42.61,synthetic,1
0.53,0,400,7,0.14,37.16,synthetic,1
0.46,0,500,7,0.08,25.53,synthetic,1
0.35,0,500,56,0.0,48.95,synthetic,1
0.35,0,400,56,0.11,47.57,synthetic,1
0.38,400,0,7,0.13,34.18,synthetic,0
0.52,0,350,7,0.04,36.22,synthetic,1
0.44,400,0,28,0.19,63.12,synthetic,0
0.45,400,0,7,0.18,38.27,synthetic,0
0.35,0,500,56,0.0,47.17,synthetic,1
0.43,500,0,28,0.0,13.56,synthetic,0
0.35,350,0,56,0.14,23.31,synthetic,0
0.37,350,0,28,0.03,54.76,synthetic,0
0.55,400,0,56,0.0,39.28,synthetic,0
0.53,400,0,28,0.01,39.52,synthetic,0
0.39,0,400,56,0.05,50.47,synthetic,1
0.35,400,0,28,0.17,63.12,synthetic,0
0.37,0,400,56,0.06,63.12,synthetic,1
0.53,500,0,28,0.04,43.8,synthetic,0
0.51,0,350,28,0.04,49.79,synthetic,1
0.51,0,500,28,0.08,46.56,synthetic,1
0.35,0,350,56,0.0,39.77,synthetic,1
0.51,350,0,56,0.03,55.17,synthetic,0
0.54,350,0,7,0.11,30.97,synthetic,0
0.35,400,0,7,0.15,46.86,synthetic,0
0.35,0,400,56,0.06,33.25,synthetic,1
0.44,0,500,28,0.2,50.27,synthetic,1
0.52,0,500,56,0.0,37.36,synthetic,1
0.52,500,0,56,0.0,25.12,synthetic,0
0.36,0,400,28,0.12,43.7,synthetic,1
0.35,500,0,28,0.11,18.94,synthetic,0
0.35,400,0,56,0.03,34.35,synthetic,0
0.44,0,350,7,0.0,13.56,synthetic,1
0.35,400,0,7,0.15,50.0,synthetic,0
0.35,400,0,56,0.2,55.39,synthetic,0
0.44,0,400,28,0.14,63.12,synthetic,1
0.43,400,0,7,0.17,46.82,synthetic,0
0.35,0,400,28,0.12,50.06,synthetic,1
0.52,500,0,28,0.08,48.5,synthetic,0
0.53,400,0,7,0.06,50.23,synthetic,0
0.44,500,0,56,0.04,41.51,synthetic,0
0.35,0,400,7,0.03,45.04,synthetic,1
0.35,0,400,56,0.07,55.73,synthetic,1
0.35,500,0,28,0.07,50.15,synthetic,0
0.35,400,0,7,0.09,45.81,synthetic,0
0.47,350,0,7,0.0,48.78,synthetic,0
0.51,400,0,7,0.14,49.26,synthetic,0
0.51,0,500,56,0.07,21.54,synthetic,1
0.45,400,0,7,0.03,50.89,synthetic,0
0.55,0,400,56,0.03,31.44,synthetic,1
0.35,400,0,56,0.06,34.38,synthetic,0
0.35,500,0,7,0.03,44.48,synthetic,0
0.55,0,350,7,0.11,16.73,synthetic,1
0.35,0,350,56,0.03,32.81,synthetic,1
0.45,0,350,7,0.16,23.03,synthetic,1
0.55,350,0,28,0.14,45.68,synthetic,0
0.52,500,0,7,0.13,43.25,synthetic,0
0.46,0,350,28,0.08,22.01,synthetic,1
0.42,400,0,56,0.16,63.12,synthetic,0
0.44,350,0,28,0.03,37.0,synthetic,0
0.55,0,500,56,0.1,48.86,synthetic,1
0.35,0,500,56,0.2,46.24,synthetic,1
0.43,500,0,7,0.03,53.43,synthetic,0
0.35,0,400,7,0.13,63.12,synthetic,1
0.39,0,500,28,0.16,49.95,synthetic,1
0.54,0,350,28,0.0,33.98,synthetic,1
0.51,0,400,7,0.0,34.72,synthetic,1
0.37,350,0,56,0.08,37.74,synthetic,0
0.52,0,500,56,0.0,29.78,synthetic,1
0.44,400,0,7,0.13,52.45,synthetic,0
0.43,0,400,56,0.04,34.98,synthetic,1
0.35,0,500,7,0.06,54.57,synthetic,1
0.52,0,500,28,0.08,44.16,synthetic,1
0.38,400,0,28,0.2,41.74,synthetic,0
0.46,350,0,7,0.12,51.88,synthetic,0
0.42,0,500,28,0.02,51.05,synthetic,1
0.35,350,0,56,0.05,47.51,synthetic,0
0.35,0,400,28,0.09,24.57,synthetic,1
0.55,0,400,7,0.05,40.48,synthetic,1
0.42,0,500,56,0.06,48.2,synthetic,1
0.53,0,500,28,0.06,53.75,synthetic,1
0.35,0,500,7,0.09,52.65,synthetic,1
0.55,0,400,28,0.0,25.91,synthetic,1
0.35,350,0,7,0.03,49.16,synthetic,0
0.55,350,0,28,0.03,45.64,synthetic,0
0.46,0,500,56,0.1,40.16,synthetic,1
0.43,0,400,7,0.0,60.59,synthetic,1
0.43,0,350,7,0.02,63.12,synthetic,1
0.36,0,400,28,0.06,27.49,synthetic,1
0.5,350,0,28,0.05,49.96,synthetic,0
0.35,400,0,7,0.2,34.93,synthetic,0
0.51,0,400,7,0.2,52.96,synthetic,1
0.52,0,400,56,0.14,32.17,synthetic,1
0.35,0,400,28,0.01,41.63,synthetic,1
0.35,400,0,28,0.15,33.02,synthetic,0
0.55,0,400,28,0.03,46.63,synthetic,1
0.44,500,0,56,0.07,47.87,synthetic,0
0.53,0,500,56,0.17,18.17,synthetic,1
0.55,350,0,7,0.05,42.01,synthetic,0
0.45,350,0,28,0.06,41.48,synthetic,0
0.55,0,350,7,0.11,31.67,synthetic,1
0.55,500,0,7,0.17,36.52,synthetic,0
0.55,0,400,7,0.18,37.5,synthetic,1
0.53,0,500,28,0.12,26.35,synthetic,1
0.52,0,400,28,0.1,31.88,synthetic,1
0.35,0,400,56,0.04,53.81,synthetic,1
0.35,0,350,28,0.07,37.7,synthetic,1
0.55,0,500,28,0.05,41.44,synthetic,1
0.52,0,350,7,0.19,45.11,synthetic,1
0.47,0,500,56,0.09,29.4,synthetic,1
0.35,400,0,28,0.08,45.94,synthetic,0
0.54,0,400,28,0.0,52.01,synthetic,1
0.46,0,500,28,0.1,38.49,synthetic,1
0.55,0,400,56,0.2,30.34,synthetic,1
0.44,350,0,7,0.19,49.62,synthetic,0
0.37,0,350,56,0.14,13.56,synthetic,1
0.45,0,400,7,0.08,49.35,synthetic,1
0.51,0,350,28,0.09,61.64,synthetic,1
0.44,400,0,7,0.08,34.86,synthetic,0
0.44,0,350,56,0.15,32.22,synthetic,1
0.51,0,400,7,0.03,55.12,synthetic,1
0.35,0,400,28,0.17,45.23,synthetic,1
0.54,0,500,7,0.04,63.12,synthetic,1
0.45,0,500,7,0.03,28.99,synthetic,1
0.44,0,400,7,0.14,37.12,synthetic,1
0.51,350,0,7,0.09,41.68,synthetic,0
0.35,350,0,28,0.09,44.18,synthetic,0
0.47,0,400,7,0.2,44.23,synthetic,1
0.53,0,400,56,0.14,49.23,synthetic,1
0.36,350,0,28,0.2,35.48,synthetic,0
0.54,350,0,56,0.04,36.4,synthetic,0
0.35,0,350,28,0.14,33.69,synthetic,1
0.35,350,0,56,0.0,63.12,synthetic,0
0.51,0,500,7,0.14,27.25,synthetic,1
0.35,0,400,7,0.0,53.06,synthetic,1
0.35,0,400,7,0.08,43.98,synthetic,1
0.51,0,350,28,0.03,47.78,synthetic,1
0.37,0,500,56,0.08,47.9,synthetic,1
0.35,500,0,56,0.17,48.52,synthetic,0
0.52,400,0,28,0.19,54.75,synthetic,0
0.38,0,350,28,0.03,52.28,synthetic,1
0.52,400,0,7,0.05,53.94,synthetic,0
0.44,500,0,7,0.18,50.92,synthetic,0
0.51,0,400,7,0.1,48.92,synthetic,1
0.52,350,0,7,0.18,40.88,synthetic,0
0.55,500,0,56,0.06,17.99,synthetic,0
0.46,400,0,7,0.04,37.79,synthetic,0
0.42,0,350,7,0.04,45.83,synthetic,1
0.35,0,500,56,0.04,25.96,synthetic,1
0.45,350,0,56,0.08,49.15,synthetic,0
0.54,0,350,28,0.13,40.89,synthetic,1
0.5,0,400,56,0.05,42.29,synthetic,1
0.55,400,0,28,0.09,45.56,synthetic,0
0.42,0,500,28,0.06,45.67,synthetic,1
0.42,0,400,28,0.04,54.41,synthetic,1
0.51,0,350,7,0.08,34.97,synthetic,1
0.44,0,500,56,0.16,63.12,synthetic,1
0.35,0,350,7,0.16,56.38,synthetic,1
0.44,500,0,7,0.05,44.04,synthetic,0
0.43,400,0,56,0.15,30.32,synthetic,0
0.54,400,0,7,0.06,42.71,synthetic,0
0.55,0,400,56,0.17,52.55,synthetic,1
0.53,500,0,7,0.04,28.9,synthetic,0
0.55,500,0,56,0.0,38.12,synthetic,0
0.35,350,0,56,0.03,38.14,synthetic,0
0.35,0,350,7,0.11,49.47,synthetic,1
0.45,0,350,56,0.13,36.15,synthetic,1
0.44,0,350,7,0.14,57.79,synthetic,1
0.45,0,400,56,0.13,48.48,synthetic,1
0.53,0,500,56,0.0,54.25,synthetic,1
0.54,0,400,28,0.02,45.22,synthetic,1
0.38,350,0,56,0.08,33.08,synthetic,0
0.43,350,0,7,0.06,45.84,synthetic,0
0.53,0,500,56,0.02,43.62,synthetic,1
0.35,500,0,7,0.16,50.03,synthetic,0
0.54,400,0,7,0.07,63.12,synthetic,0
0.43,0,400,28,0.19,31.98,synthetic,1
0.43,0,500,28,0.05,53.06,synthetic,1
0.55,0,400,56,0.07,44.25,synthetic,1
0.51,0,350,7,0.0,43.01,synthetic,1
0.42,0,400,56,0.0,22.86,synthetic,1
0.51,0,350,56,0.15,28.76,synthetic,1
0.35,500,0,7,0.18,35.45,synthetic,0
0.43,0,500,56,0.03,30.14,synthetic,1
0.43,350,0,7,0.13,44.02,synthetic,0
0.35,500,0,7,0.1,35.9,synthetic,0
0.44,350,0,7,0.16,45.9,synthetic,0
0.45,0,500,7,0.01,34.72,synthetic,1
0.35,0,400,28,0.03,37.46,synthetic,1
0.51,500,0,7,0.16,39.46,synthetic,0
0.44,400,0,28,0.07,53.4,synthetic,0
0.53,0,500,7,0.08,41.68,synthetic,1
0.35,0,500,56,0.13,46.16,synthetic,1
0.44,400,0,56,0.14,43.67,synthetic,0
0.47,0,500,28,0.03,23.43,synthetic,1
0.36,0,400,7,0.12,34.57,synthetic,1
0.35,500,0,56,0.05,42.51,synthetic,0
0.44,0,400,56,0.05,43.45,synthetic,1
0.55,0,500,28,0.17,35.91,synthetic,1
0.52,0,500,56,0.04,37.59,synthetic,1
0.52,500,0,28,0.12,48.51,synthetic,0
0.51,0,500,28,0.03,60.98,synthetic,1
0.35,400,0,28,0.2,40.92,synthetic,0
0.35,350,0,28,0.03,47.45,synthetic,0
0.38,500,0,28,0.11,26.36,synthetic,0
0.43,400,0,28,0.04,24.24,synthetic,0
0.35,0,350,28,0.02,63.12,synthetic,1
0.45,400,0,56,0.08,48.8,synthetic,0
0.5,400,0,56,0.12,25.67,synthetic,0
0.35,500,0,56,0.05,26.65,synthetic,0
0.43,400,0,7,0.02,32.69,synthetic,0
0.52,350,0,7,0.0,29.75,synthetic,0
0.51,0,350,28,0.07,53.37,synthetic,1
